seller_id,number_of_orders,seller_zip_code_prefix
ef990a83bbea832f36ebe81376335aa8,44,89214
0ed6ce5d87fd9c69eaacaeb778d67235,43,13473
1d4587203296c8f4ad134dc286fa6db0,43,5101
31344c16881c08a8a72c6d2eb29918c1,43,36500
3586b8580d9c917874e053a1bb37b5ff,43,14802
3c03b12bab54d8b37d79d914bfdb1aa0,43,25561
3f995f07c49d0d55a99d5c54957f7d81,43,6853
6481e96574816ead57975da2c0f6d80d,43,18072
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,43,22775
75fbb52eda0cbc24f479d3b2fbfa8d3e,43,74560
7f7b8245c336066a1f9933c359f11d77,43,13800
bf3c6d2a28b2b5501e6c15448982dcc9,43,4180
c847e075301870dd144a116762eaff9a,43,38022
e63e8bfa530fb16910dd6956e592bb81,43,7160
3340ef1913fb70d28420f6ceb685c339,42,87040
3361277dc30b7cccdb0c286b24219756,42,87015
4200ddf1967c5e41e48db62bc6d4b5ac,42,9710
4559697a8f7e637227c2eeaed843baff,42,19029
66dc1b1632bd6a3e508510c5b3492107,42,17210
83deb69e889cf80f82be1dc6d5f2d486,42,88056
b56906f7fd1696e043f1bcce164c487b,42,19830
bacb1f0ed56ad24198f5810d2b3fe9a5,42,12328
bd4889b5e9133b35b66e42a8665cea5c,42,2963
0cbcee27c791afa0cdcb08587a2013a8,41,37410
34d1ca11b242c0fee2c834ae8d788566,41,36415
43f8c9950d11ecd03a0304a49e010da6,41,6341
45ba18c210d42734ec52c0c1c574e9ee,41,18130
55a5b51f93f2b70ea513f5a047b0262a,41,36301
5b8154610ebb21fb90eb587365e673df,41,12246
73a63f72308aa20a46f4b1632018f196,41,82510
b1ac6ea7895bc3dd6f0f6f4abbdd2821,41,92030
bba74270a87732727b5a3b4fd9ac1c39,41,32604
c60b801f2d52c7f7f91de00870882a75,41,7174
d1b65fc7debc3361ea86b5f14c68d2e2,41,13844
daeb5653dd96c1b11860f72209795012,41,31310
e2aee0892199b1d92530e371abd825bf,41,86600
11305281b50fff20ae8bb473f8e11876,40,36500
272f092de69afedd4d2969440b37f18f,40,3265
3f3486b61f45078d4f31ee5e43d8c5bb,40,3035
42bde9fef835393bb8a8849cb6b7f245,40,71551
4bfc7a4a1cf8d4d2121c27422d9e50b5,40,3111
65febd49fd28ec955651299159b1f527,40,3275
96804ea39d96eb908e7c3afdb671bb9e,40,38950
bf84056e679dbe9c69929847a40e338f,40,2537
cee48807215b30a12ca2ca10ffb5f250,40,11431
ed4acab38528488b65a9a9c603ff024a,40,8260
0176f73cc1195f367f7b32db1e5b3aa8,39,14940
01fd077212124329bac32490e8ef80d9,39,14079
070d165398b553f3b4b851c216b8a358,39,3916
5160d23075764e18e07c1f4a87fad743,39,9720
63b464dbf392c7b80d12d932fa7cafed,39,2034
78c99c6dff4eeae5be99bf635ed21e3f,39,17510
b74d1c09cb380e1d03a6f859c6f4224b,39,20061
b90e891671cffd9557f33a97dc523645,39,83010
b94cc9f10ddc85e4ba73a6f7974e7101,39,27930
d23019c84ffae2d5ef2270367b8605fc,39,86073
14a08204d03bb6b6bde8029f801ae0eb,38,1026
14d7985702e72162bbf13b6beb74ab2b,38,9131
26d8a1c7c75d513045798992ead43aa2,38,86800
31561f325664a8a7aba4c8d0c3a9b3db,38,3287
32b8764b4ef628b53608fc34011fcc13,38,88504
3ab971ce71839580d2ae5b4e40fe8044,38,3210
3fd1e727ba94cfe122d165e176ce7967,38,14802
4b5f66b7adcf57f1ecc0d3c07dd6b177,38,87025
594f9aaa48e5bf431f011ddc5669b0d5,38,32185
5cbbd5a299cab112b7bf23862255e43e,38,83324
71039d19d4303bf9054d69e9a9236699,38,3018
adcf50477d6a1f5d91bb9d54c4903cb5,38,35530
b4a476fbd28de64b1e347abf9089366a,38,6653
ba90964cff9b9e0e6f32b23b82465f7b,38,7140
bb135baca94c82fcb731335ad5b04a03,38,4362
cc5a78bbad32776dc4e3af205218368c,38,35501
d3f39f05462b79a4562d35893a28f159,38,13730
0725b8c0f3f906e58f70cbe76b7c748c,37,7023
1caf283236cd69af44cbc09a0a1e7d32,37,26020
49067458c68f7701fd334ce326accbe0,37,36050
a3dd39f583bc80bd8c5901c95878921e,37,41342
dd55f1bb788714a40e7954c3be6df745,37,1021
f181738b150df1f37cb0bd72e705b193,37,6317
1771297ac436903d1dd6b0e9279aa505,36,7025
232a6014e7b10cba61c6c2b2ea6bb4b0,36,16500
240b9776d844d37535668549a396af32,36,24120
3c4e0452bff7a2a788179488d3d77032,36,83408
5b179e9e8cc7ab6fd113a46ca584da81,36,5424
93dc87703c046b603023e75222018b45,36,30315
99002261c568a84cce14d43fcffb43ea,36,78095
b839e41795b7f3ad94cc2014a52f6796,36,9541
c8417879a15366a17c30af34c798c332,36,4445
c8b3445d737de6befde0c88ede534a5e,36,5734
d71d863e5ef30d94e440c11be17dcd8f,36,6144
e49c26c3edfa46d227d5121a6b6e4d37,36,55325
ec8879960bd2221d5c32f8e12f7da711,36,13253
0ffa40d54288e4f3499b8780dd0f144f,35,19013
2b1a40c1daabc6ca280c4b815c101841,35,35500
33ac3e28642ab8bda860a2f693000e78,35,6717
5c6d4016c2a288f074fa0848a2b653d2,35,1209
6a0cbc8af2e8abd1bdfb777943d174c6,35,14312
8bd0f31cf0a614c658f6763bd02dea69,35,1222
94e93ce877be27a515118dbfd2c2be41,35,15502
b335c59ab742f751a85db9c411a86739,35,38442
d1ef48b38baca7e831711c4a0aeb398f,35,86800
d5ba419e26d246a0719437cf37d9b46d,35,3437
ec4608a1f76453166bb312b2968aeaf4,35,13660
fde0cc9ea29c8ccfc0a2c22256a58c71,35,81650
18e694e0e48ed6f7aa3f24aade5fd697,34,13224
48efc9d94a9834137efd9ea76b065a38,34,81130
575df70bde3f9f2b30bf8d2e9910d725,34,15075
850913d59ce317156b00f3705f1c3edb,34,12942
dfc5fb7259bb2b599ca565e6e9448f0f,34,9780
e96498ed8daaa3e9c23f7a62da76591c,34,5373
ea67327e24487bdfac5fbfa37ea124df,34,14940
1b938a7ec6ac5061a66a3766e0e75f90,33,16304
3c487ae8f8d7542beff5788e2e0aea83,33,72460
4917cee8d902e13428c3ec4b1ca6f315,33,89031
5debea795b07621e1f90532e18f96145,33,86800
6061155addc1e54b4cfb51c1c2a32ad8,33,13043
6a51fc556dab5f766ced6fbc860bc613,33,17500
974cf2cb8f4b7add98709c30df02fe10,33,14802
9baf5cb77970f539089d09a38bcec5c3,33,13330
c8467937e403e76a8ee9f0ab13f6f5ef,33,37704
cac876b37d3abcd6bd76caca30277996,33,85816
d93919c944be9cff128f6c9cb899eacb,33,13375
0ebd97a106433a45a4aebe57c1799778,32,32240
17306570e772e7718c92a562d33f5f1d,32,17250
2745f798279e0ed033addcc1474776d7,32,3106
33576ec5412fb5905d876f12f33bfde6,32,80040
3ade81dab5a172b88e1871c28ae05260,32,15076
4ebdc7e6cd6102a022dadc49156d4ea8,32,5030
5d3bb11474a06bdc23fb9e89f1164ee0,32,19804
6ec1a01e866584bb679eb9b098345919,32,11040
7b0df942f46435babab05d49b744b2c4,32,12924
8931a84a914b3fe9b1ddaa4d704947ca,32,8410
916748bc99315c2d202898ae58b1617e,32,18040
cd6efc47efaabf134f8bdb654e10b4f1,32,23050
d4e12e7884759a14fa0f5f896c791cae,32,2242
e38db885400cd35c71dfd162f2c1dbcf,32,70740
f62d7bb4a613ec758a03342d46b580b2,32,36570
f67efa3f0b6761102a7f8c6b7b571f5d,32,82300
fad44952713764836814be105382aee5,32,21340
0bb738e4d789e63e2267697c42d35a2d,31,18130
157c3e4b42f81ac4a44e8b1ca2fe9876,31,3211
2199e7fe213c16213bf5d6a7eadc9a5d,31,11900
2bf6a2c1e71bbd29a4ad64e6d3c3629f,31,28615
30829ded4523ab9224b93bc49a62c95f,31,95360
40d54b51e962dbe09cabbcfd33298dee,31,9230
66e0557ecc2b4dbea057e93f215f68d8,31,4771
72c5da29406b4234927b81855e7b64f6,31,7077
95ec4458365c4d11f452ccf538377619,31,13481
e06f09ec0a4aca210779cf1cfc63cf19,31,4773
e8b4225284fbb02d16f200513f1f395d,31,14960
f00e21b1e91a79653163b7fd8f293ff1,31,37795
ffc470761de7d0232558ba5e786e57b7,31,7091
02f5837340d7eb4f653d676c7256523a,30,80620
06df0c10d34e459d9672bc77388742eb,30,87045
0885aaf116795758dfeb5f1032487bcd,30,8541
1464afc72f696af775557a821c2e253f,30,28630
1a932caad4f9d804097d7f8e615baed1,30,2976
238fac594e170b59c6d228f5a4f4f1d9,30,17300
2a6fbeaa7ab9e5d59a35841a8da71ce4,30,89259
31da954dc0855f2495c6310f70a2f931,30,13601
323ce52b5b81df2cd804b017b7f09aa7,30,3306
3771c85bac139d2344864ede5d9341e3,30,18087
38e679b9e0064cd94c6f035707344dae,30,86010
411f3b52d857390502ee4e4d5ceabc2d,30,9400
4aba391bc3b88717ce08eb11e44937b2,30,45816
4bf2f4ee540798a61f9636d12cd9cc80,30,19814
57c764b4a836300be881e2ff86e449f9,30,14021
5b67882648febfb6e1225e6ad7164f6b,30,87502
6a8a889bde935bafa76d7848782dfaf9,30,2839
6e386f64c84e482f0b9abf960797ee1b,30,1539
b2ac621f0d0322434d04a12b078b9369,30,80220
cc3d14116804f7209f3884f6367f1152,30,82940
e9511df20ccd82658a30c37b7fb343af,30,17026
f326006815956455b2859abd58fe7e39,30,15601
1f1bb1f0859883505541bdd6606193e5,29,2124
271c58a1d139c45eaf3316107c6d3a3b,29,3632
5f5b43b2bffa8656e4bc6efeb13cc649,29,4880
7ecd59e5e20407131822c1a68ac59c1f,29,70719
821fb029fc6e495ca4f08a35d51e53a5,29,2030
8fdca8e349553f99bc738833a62c8802,29,2189
960945e1a9535cbc0cd6ddd35fbe7ae8,29,8290
bf00385a5f7fc1ef39a13c2e9ee50a5f,29,1224
d379f449f2a3b271bc01c0782020f705,29,35500
d97df38225e5abadaff1e72cb72b823c,29,9560
df560393f3a51e74553ab94004ba5c87,29,87900
e0878efa0e0b7e5313ac0b43bc04c081,29,80230
e5e33c0d8e7e002f398f5dc4cbbb338f,29,17032
e6a69c4a27dfdd98ffe5aa757ad744bc,29,4424
e883aa812c37a7413226856f4579fe91,29,6696
f12ff17ad8bbf01ec5c33b17e506649b,29,3186
04e38a233f726ef161074ab1c9b0399a,28,1239
28f10b1c5e5abb9d4857745bede6147c,28,4250
2e13c71026e1a39ba5cc1b86dcb679aa,28,2265
52d76513f0c4d97f3b99570e2c94ee31,28,93348
55d3daac7c404d59e51c2aa2f4dc5a23,28,2150
7ade73f1b9b4e965f9009a4c3a7e2c15,28,17051
8d79c8a04e42d722a75097ce5cbcf2ef,28,61658
916c9de0b5ad957346eeeb12f332687e,28,80240
b8555308bfdb4ca1ed54325a58da9a97,28,9751
c0563dd588b775f2e37747ef6ad6c92c,28,9220
c6381d2d013342748761e906d45aff76,28,93180
d624126b9206f595fb3fbb6ba03b28a8,28,80045
edf96ef93ed595084bbcbd9224bd2894,28,1545
f41ce2e25237f9092cd8e6e7516c7a2f,28,7013
f63d8f293af3a6454377546bd9dd19ff,28,18110
093805f8f2aeb63881444571e1f48f30,27,6236
1dc2de47ee26a0a5b12dc14fd6dc0dea,27,14940
1dfe5347016252a7884b694d4f10f5c4,27,14940
244c2f1bff6afe1f2eaf9bfe9b2aed38,27,8832
3b872fd4747f01cc56206f2934198618,27,14940
4c8b8048e33af2bf94f2eb547746a916,27,14940
671585f5a2af58b6e276bc01003c0d2b,27,80510
7901646fdd36a55f564ffaf2dbccaaf7,27,20021
7e26c750b4cb9f6766f58265ff9ebe95,27,30270
f7496d659ca9fdaf323c0aae84176632,27,4156
fcdd820084f17e9982427971e4e9d47f,27,14075
00720abe85ba0859807595bbf045a33b,26,7070
013900e863eace745d3ec7614cab5b1a,26,80740
10076e5788b8ee532724bcd460baf762,26,14315
15aac934c58d886785ac1b17953ea898,26,29480
334cab711dee080b079fa5779b584783,26,9190
638cba8be1fb599bbb76fd6948351eb3,26,12242
730937bf88cb151eb2eb849f642fc213,26,13500
77a515caa36327151d1cc6c32a9f00e1,26,9912
8090490573c6c0aa343a7231ebcb8c86,26,4130
8ab42aa58097fd4668d60cc648225d5f,26,74150
8cc6a0e5738e61a87b03c78b2ba9db4b,26,37795
a36b125ac6d5fdbc7f50de85c9157bdc,26,14020
a3f0b55de503387383c7b1de3ad7f678,26,82400
af4a0e4cfe1d9c26b6712b1be25a72e5,26,35670
b2a6d334e2833acea353624840e25a0e,26,4133
c731d18cea9bf687ffee82a241c25b11,26,89701
ccf8813e5a7d6c84d865cd38bfc2b130,26,12080
cea729054f157f5870bdd321a958d994,26,3161
d51e0a403fe2e689ece6c73359d96e12,26,17580
ed4311e67debd72b8610a5347a743087,26,7170
f61c63d13f7cd800549d5acdd390ae72,26,18185
0afccdb8a34ee5c79f7c06faf2b4d56e,25,38400
198c7ea11960a9844b544d9bcdca860c,25,37590
1fe5540d7c1c37a595fefbacd5570d9e,25,25850
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,13360
39d54ff918774174706fb065d7f9dc07,25,4243
4e5725ba188db8252977a4f0227bd462,25,14092
79ed755314cfe6df0daef2c6cd3022cd,25,13503
977f9f63dd360c2a32ece2f93ad6d306,25,14910
a938325a4b357fd23a6a4d5bb126408e,25,26510
b83cedfb587e7911540e3f576d6917ce,25,4870
bc47d5d1490df2b36add65d733eafaba,25,9163
ddd51ae8cda92f3995a51fc0f0f3eec7,25,23062
df56d7b40d437f88407c5f78b63bc328,25,85812
e48b04bf1aa1ef711caebeb7aede6180,25,80240
e89c4adbe7b1d0819dbb636e16461cf1,25,13347
e99e927c81e3f51739c94fcdfca9f10f,25,38400
fb89df7f89fd1b8f03fa2acca1ba7364,25,85853
02ecc2a19303f05e59ce133fd923fff7,24,9121
07bf9669d84d1f11be443a9dd938f698,24,4761
0d33a55da925bbf1ff02af5f6059fc7f,24,5632
23a0ffca143a15b9b5bbdb7d552f626a,24,13520
343e716476e3748b069f980efbaa294e,24,13033
3785b653b1b82de85ab47dd139938091,24,85640
3a734b715d333a2588a3d54a0c9b8746,24,6132
3d5d0dc7073a299e31fa718ce1bc00b6,24,22785
5c853bb56f70f4d14218944bae111d7a,24,6715
681fce914360217db47784ae28905a96,24,83709
7139dc5186aa238b006e066d8fbab2e4,24,13901
784ba75dd9d20200c4caed3d7a77141a,24,1040
7c5b05cbdb5542049f38d90d7815b97d,24,5201
82bd0703a4aefd6b599e5bfdaed378fb,24,17510
845e8036c3f7bf62099352f5ed910240,24,21041
8c5e007d7bd5693fa1386ffefbc99f6c,24,13347
9596c870880d900012f2e8e6e30d06d7,24,37074
a5a1bfcf728ab0e19182959cf0771ee4,24,13960
b19f3ca2ea475913750f25a5c37c8d8f,24,35501
ce616e1913288884e7742faac9d981db,24,6711
cfe94489ddd337d1e29e12f2a7205d10,24,3178
e21a1e8be4715b0fcfd5385643bc49c4,24,88715
e7df4cd29ab5abab70fb0783ddb53987,24,4122
f615fe7efbef0f4f08fd3086bc7a3e60,24,12940
f76a3b1349b6df1ee875d1f3fa4340f0,24,3275
082e0bf4cb865a6533b1e8e498cc0255,23,18608
13d058e4eeac2ce8217660b2f8a05812,23,6080
1430239a858e7682bbc43b20758af153,23,4087
2a61c271b1ac763450d846849783e922,23,9175
2e1a7d075abe038c1b2743005fe42ff1,23,3461
41c2bad7229b0c25e6becf179ebf63ff,23,59020
42ef3192a9ff87a22d1867b74b3ee205,23,9090
4a1f694197d05fe70026b016a7316b41,23,13920
5075aaa8404020ae6aa8bf4792099b41,23,37706
52f0fe436a347ddad7ed5f9aa4e27eaa,23,1129
52f9db5cfb423382a2fa5c9e39303202,23,19830
5bffbafbb22daf6d3bfc216a46db8708,23,26525
6426d21aca402a131fc0a5d0960a3c90,23,14091
6b536a23086fba0d58c08d68814397f6,23,24346
6d988d6174a2c27441597174f8905515,23,87070
7f2617c58d5d06806987308b45654351,23,4571
888faa8bfb0b159c37de6d898b961c31,23,88750
b18871c324516afa228a13e8f1ef0ae9,23,4186
b64d51f0435e884e8de603b1655155ae,23,7077
e84ad2127668df3aafc6b73531a0beb8,23,4613
f0837c8d71434931d9e38e7b79234797,23,95995
f08c008c8a8d31417763738a1788a2a8,23,85875
f593898ec748b7a8cb81fc04edafd98a,23,13920
f918546be4bec7104d117789ba758b2b,23,5634
054694fa03fe82cec4b7551487331d74,22,15840
1c40343cc5d18c2d8248ac2f3366de34,22,13482
2156f2671501a81034d7d07f217609d0,22,4776
373ee4a3a775a733770ca3f790b8b9ac,22,22793
412a4720f3e9431b4afa1476a1acddbe,22,13060
42fa4ee7240e9b8eb4576358ec142ba7,22,95012
5011f0d93373a4c5753adf58ca77af8d,22,11013
503c1de08ae81a2d86f17951b204db55,22,3725
55f7a3319d80f7fdf078b8f03e6725fe,22,6056
5670f4db5b62c43d542e1b2d56b0cf7c,22,3694
5b664594895aefb418afaee6d40a9a23,22,25750
6288c69c4ce638e59925e59193f98b16,22,9010
67bf6941ba2f1fa1d02c375766bc3e53,22,82400
6a38087bc8ad4f89ff453561005f6dea,22,75123
6aa3928696eab49a19a466e665a649fd,22,26285
7b1222c3624aa89b9558b50a2594188c,22,15041
9dda5bbacd45e18d6485fee649205d09,22,37540
b494891378bd8f4560abe576c52deacd,22,4160
bc2ac6b95e1accce9858528ee566c17e,22,13085
bd697db56ff8e7c9cd1abeb7f72029b2,22,3533
c35672b10ad50968f567ea3f4b91e877,22,26551
c72de06d72748d1a0dfb2125be43ba63,22,46430
d8c7ba53e7e38711eaef8c2849d6d2e1,22,87120
d9442042130b7fe579d1295f9f4a248f,22,3550
e24d3429d294b2eb200b064ebb035879,22,3514
ef2fbc2b607d8492bcffe657a4645434,22,20051
f125f3a310c2e5f822d116147de1e474,22,3068
f4db9b37944bcb8873e6b456ee190bbf,22,8599
08d2d642cf72b622b14dde1d2f5eb2f5,21,17512
3092c0b297aacfb4bb6e056ebe13b9b8,21,7402
41da412d33e8da4f22baf55cb1bde82c,21,29260
430315b7bb4b6e4b3c978f9dfa9b0558,21,4857
4305fe92735c8a43d154ff6dd2b8d927,21,35170
5bc55dbe2f12b6af6d83ed46023e0dc8,21,35170
6562efe88ce0826a4ca4f189f03b4b84,21,87005
66fd84ee7528c0c0de85d0f44a73d5ab,21,98975
679769a98cfcc6da877c8486ff1c13f3,21,35162
6b15924333bd1a741595fe981ea04822,21,9541
808d4348b916efa08e766ebad39f61eb,21,2336
8f78f0903005064036736c7173a5c2ed,21,36325
93b9a99027bd8bd6af682aff18dd19bf,21,7600
973f21788dfab357250f69a8dcb7ddee,21,35530
af3ef48d0e13835e529c29ac573c63e5,21,14802
b347677812ea483b0f528eaf8cbc09b7,21,82540
bf100ecb7997df312b285358fb32f92c,21,83070
cfa5ab0e4d3fc212fd0b3410e7081c62,21,36500
d03698c2efd04a549382afa6623e27fb,21,45658
d25aa0aaacb370e912f8cf6efeba38b3,21,89108
dfc475d54e1b6dbeeb7d7d9bdaa63827,21,81460
eb5b6204dde3a6e03b5f1bb8479f055b,21,6900
f9244d45189d3a3605499abddeade7d5,21,3029
f97e2b0650c2068227e1d366140eb62f,21,13830
099095b050cfe8eb1ddff5317587e96e,20,3322
1354d51653f645349064725ed204e85e,20,1230
270297ead4c65a6cd2593960d2af6b21,20,4696
30a81d8cf85fb2ada1b1b094c9583a95,20,3563
33c51922b6e3c16b24a8f28e5833c99d,20,86010
392e0502231ae2f8b29994ef6398cd77,20,18760
3dbbce181edfaa4a597ec858c382d2ec,20,82515
4342d4b2ba6b161468c63a7e7cfce593,20,22793
4736e9d642ef4257cd7622516931eb51,20,13424
4b0fdb526525f9890eb145bf1534640e,20,14940
542917da124346b47ea1ac79a93ce454,20,82560
65b081a070633e057c462abdd6fb9dd8,20,75650
7f152321c60a266edc53af1925ef96c1,20,88801
89bc797e2e29667aa035d4368f9b7f92,20,2969
9bcdfa7b615b3abb9461d9e3ad9886ae,20,89053
b1fecf4da1fa2689bccffa0121953643,20,79107
b4f8921fcc4ff77b66bea6dda43dcd51,20,95034
d354c38a7182125a748cb10474fe963b,20,28495
d3674f271c91f824f82d24d92011f669,20,72233
e250d617a0ad591ba9bd663e584a895d,20,7084
f4c4daa86e30c7e5a553a8d518ac03a5,20,85801
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,8140
ffdd9f82b9a447f6f8d4b91554cc7dd3,20,80030
ffff564a4f9085cd26170f4732393726,20,13070
094ced053e257ae8cae57205592d6712,19,14095
179d859f51292aac5c10806a356f7af9,19,9411
1b8b75e227c9a9c100d0c210fb6176ce,19,5468
2e3be8a987a30d7544dbbda6861cc14e,19,30620
4978a02ea9c8be7a9b5480680f40334e,19,8215
54c04bdb5ec46762f8f08c7e8f86ed4a,19,88037
62c50c1af4dfdc4149d25c5222043d39,19,4782
67883baaae6134ee81b271a542613728,19,1310
7bac63f6603d382cc8d0832eb6c100a8,19,5713
81336a0f57a33776419727a300249e90,19,13560
8602a61d680a10a82cceeeda0d99ea3d,19,1001
863d2ebcd347ce4922de7a0f9a5581d6,19,21041
8ed8ea9a57c862f2c18c2fe41f601d56,19,89030
9f50216bfd01913736a55a11b55ea842,19,12020
a425f92c199eb576938df686728acd20,19,81050
a44fb5a447105f8469bdf16bf9159f25,19,91920
cb5df0dcb9e280b1780e9d589889f2c7,19,15115
ce69a8021d18961dd2a40269b7c2c293,19,81070
d8cf3b6a2151949f930d0252b180ec42,19,87160
e5475dcab1e07b63d7f6e902d8f5eda8,19,9921
e7f3bf1ecd8526eb7f3b18059e6716e5,19,11680
ea00f977a203ff88adf7057cb7806998,19,11085
ecccfa2bb93b34a3bf033cc5d1dcdc69,19,81810
f5b44895715ddfe3087dc414f30268f3,19,18017
06bb3a2fe5e7b7a845b13e8fb91bd944,18,31844
15cd6eefe58588619aaed41dfa6621b1,18,35400
1fdc574883ef3b33ad41562d93f3a74a,18,13480
2646baaf662d4d92ac48f047e35db92d,18,3303
270d3ef21830ad0ecf3a6c53d08a533a,18,6380
4324dd16853115efb0fd9d0d131ba6f4,18,13720
59417c56835dd8e2e72f91f809cd4092,18,13480
6bb0724edf0b62fb91ac404873a97241,18,6700
6c12e40690c335dbc2f68a4134d30dc1,18,84178
72bc2cce903c872fe376a8faaa81d237,18,4693
7586919161935337bf6b6d7ff5779648,18,21921
77e4abfd739aed9c46480f90f81c0eb4,18,70767
7a425d299613df3e613bcf9d2eaf5c49,18,22790
822bad9bc42b51213ba522fe87b7ab5d,18,88330
82cb9f452fe8334df74b22d37824b431,18,95013
8a2d12a90e92f012ce5226fc6592b653,18,81210
9803a40e82e45418ab7fb84091af5231,18,75901
989becdce12ebc39863c2bceab6f3ca1,18,81730
a369d693961cb93b61ca2cc518872a85,18,15081
ad97a199236354e53fcd91a5a913e9a2,18,88350
b1b3948701c5c72445495bd161b83a4c,18,3390
c26a2be5b53b7db6b276280da212a779,18,28630
cda598c48d7c614bc1cad7d8ff6f0010,18,15137
da7039f29f90ce5b4846ffc0fcc93beb,18,9041
e81e1f9c3e762e620f3fb60a51499e16,18,89520
f08a5b9dd6767129688d001acafc21e5,18,90230
f1ed6bd0a9b11b581f16c851c6a5a527,18,90240
f4a04f7be452aa3bb31760bf00055dd0,18,9010
f5f2ab9bdb6b30c14c61be68c5ed37da,18,13660
fbc14c0cf93505ef89f64665ffa4a7b5,18,14150
ffa6adafb71b807dc13159e26431354c,18,86030
02c988090b766852e088c69d7fb3b551,17,13473
02dcd3e8e25bee036e32512bcf175493,17,32310
04aa0a1c5ce6b222003403a3e11c3cc0,17,13150
1d503743d2526f03f0c2c89540ee008c,17,1035
218f991754f360af9c2daa5e0b8e990c,17,1123
25e47381a6c510ddeb36084e33b89f0c,17,11720
3935fe5fe0f82787a9dcb8deb62be09d,17,4905
53d00c40e32aeb924a84ce72b1af869d,17,14940
5b0cc932433fa5184b5b94bfe6bcc256,17,14940
5b33b527da3c5b969cc99dc435cad09a,17,87702
5bc24d989e71e93c33e50a7782431b0e,17,37165
60562ab00b8054280520d390c8c0045c,17,4809
610f72e407cdd7caaa2f8167b0163fd8,17,1201
63ffcb71394dd8ea3872ed9ffda17c74,17,24813
768a86e36ad6aae3d03ee3c6433d61df,17,1529
87d30a6a0cbf89356e49324971ab1d24,17,2036
921323538c9f1c4e816f2720eac02bea,17,1319
9c068d10aca38e85c50202e17b4a7e88,17,79400
9d5604a1f112324ad6b2aa552122e0fb,17,88075
a066df7361163e7ddc5d7452dd17448b,17,14401
a08692680c77d30a0b4280da5df01c5a,17,4719
afa6714acee029b2dfdf357e5579cc03,17,13690
b1aaae6b66ad3c40f54b389d7ea4bee0,17,4714
b33aaadd1a8891d2dfef0c4c3bdf0371,17,13481
b5e3e38609125694d2ea2417522a60b7,17,88020
bb5bd94c8f59cc050072d2930c869cac,17,5008
bba3293d6f5d5af2f415e004e8b93ae3,17,4726
c12b92bf1c350f3e6bf88d3596219c86,17,17400
c1ed9e3daf6154542826a6996af0fb8c,17,88308
c4d51195486dc781531876a7d00453d8,17,19023
c679fb69a36e1d8349e8c50a217b4d58,17,95020
d06d019f72a04e5497a0b64190af170c,17,6703
d4f117125b59ce73c3302f88ee40c458,17,4058
e3a386fc36e22064434e1fa256f6a9fa,17,13165
e48cc16ab70bfa09e1401740dce0b3d7,17,16022
ed8cb7b190ceb6067227478e48cf8dde,17,11015
fe49ee029e61e789a1f3a5525f57ba8d,17,6018
02d35243ea2e497335cd0f076b45675d,16,59077
04aba03279157f6d4e0fe8ccaf21963c,16,28470
128f9bfbe4c7d5185033914b1de3d39a,16,12940
165b1235e9e9942cb5fae67103576fb0,16,14020
1987cd4be10fe09ee50454f9c354d1c6,16,37570
2be17df1c49978426251562096c3cc09,16,88704
2d2c62bef4c8ba0dd74e0e228e808539,16,14096
33cbbec1e7e1044aaf11d152172c776f,16,95705
3f8034bfc6b8b4135534975d49f04c63,16,81560
3fac58ce0ad699020c7944d53c41329c,16,3480
51e4e89242cbb846c2deff3dc015650e,16,96203
55bb6fe5bebe5012e2d7d9928e1128ff,16,17052
7ff588a03c2aeae4fbd23f9ae64b760d,16,7183
86bb7c4b535e49a541baf3266b1c95b1,16,14401
8d46553a36e68f95350a200c12f8f2e2,16,13056
8daab2245ebdc277c51098d01c5ad8ef,16,8411
8f54d64f28a993550aa7943f12572959,16,35160
9906e7aa42a3c067b7c9a564d01c4320,16,87065
9a84ba99f5367fdbd4598363496f1ea2,16,72801
9d7a1d34a5052409006425275ba1c2b4,16,14403
a23266650e7c84bb93fbbba502137478,16,90220
a2b5b6105ea5942300631d2e76f4ffe0,16,6283
a2deecd5398f5df4987110c80a1972a3,16,5043
a6bd7d1ccdac48c6b33b28596b7eb122,16,58280
bbaff50f3b708fda865918715276cd87,16,12940
bc503e244f187939d10c92a5c8e378ce,16,16200
c37b2059d4f90d4feead554e5246565e,16,5170
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,16,80060
c794dab4928dd97beb41d05514441e86,16,13160
cf2384dd2f1dddea3f838efed0945e65,16,13930
d101c6da914ae3d53f7bee42283f2fe2,16,8072
d66c11a9572221d92fbb8c4897db5f9b,16,20770
db46ca7bce82b11f7e247539271fc390,16,23080
dbdd0ec73a4817971d962698f2fea022,16,60710
de0c78824586e9a5f5f04fd84e25df39,16,6730
df0f42bc4c2142eacf0eaf2cffd0cfbb,16,88306
e601b04acf48b4576e73ddca9481f0dc,16,4476
ea65d8b58316a6f2362f2a9e4b3e86ad,16,13030
014c0679dd340a0e338872e7ec85666a,15,35180
0747d5bb69f0586cc869d8af4c50f93e,15,28990
0b36063d5818f81ccb94b54adfaebbf5,15,89255
0eaa7e33d73809f1f925f7d07c506cbd,15,9111
13074f016982ff2bd6c58ced8682f000,15,95705
